,Total Population,Female Population,Male Population,Birth Rate,Death Rate,Compulsory Education Dur.,Employment in Industry(%),Employment in Agriculture(%),Female Employment in Agriculture(%),Female Employment in Industry(%),Unemployment(%),GDP in USD,National Income per Capita,Net income from Abroad,Agriculture value added(in USD),Electric Power Consumption(kWH per capita),Renewable Energy Consumption (%),Fossil Fuel Consumption (%),Year,Country
44,,293362996.0,315439599.0,37.866,15.408,8.0,19.391428777149745,54.876071248735705,68.82178619929725,14.161428621837075,5.562178560665675,99525899115.7756,-6.4496608018251,-364862831.636491,38018588193.949,103.992657915658,46.843631853331566,36.4674567926255,1974,India
45,,286636581.0,308133555.0,38.202,15.838,8.0,19.391428777149745,54.876071248735705,68.82178619929725,14.161428621837075,5.562178560665675,85515269585.522,1.4625511370487299,-413328246.216457,35199833920.0471,100.632154133576,46.843631853331566,35.3195829946338,1973,India
46,,280088829.0,300998426.0,38.521,16.28,8.0,19.391428777149745,54.876071248735705,68.82178619929725,14.161428621837075,5.562178560665675,71463193830.4064,-0.850357065542582,-390655317.82785296,27168678557.165,100.305073805138,46.843631853331566,35.2263346566754,1972,India
47,,273769666.0,294098355.0,38.821999999999996,16.73,8.0,19.391428777149745,54.876071248735705,68.82178619929725,14.161428621837075,5.562178560665675,67350988020.9041,-0.85209499554729,-391044936.57277995,25660577256.7808,97.7727182140443,46.843631853331566,35.1197934323141,1971,India
48,,267712747.0,287477050.0,39.108000000000004,17.187,8.0,19.391428777149745,54.876071248735705,68.82178619929725,14.161428621837075,5.562178560665675,62422483054.5173,3.566017387459321,-378666666.666667,24923928060.2093,335.1825163277326,46.843631853331566,54.656074326897325,1970,India
49,,261932710.0,281151623.0,39.388000000000005,17.65,8.0,19.391428777149745,54.876071248735705,68.82178619929725,14.161428621837075,5.562178560665675,58447995016.8493,3.566017387459321,-361333333.333333,24173122434.1733,335.1825163277326,46.843631853331566,54.656074326897325,1969,India
50,,256412988.0,275100846.0,39.672,18.122,8.0,19.391428777149745,54.876071248735705,68.82178619929725,14.161428621837075,5.562178560665675,53085455870.8227,3.566017387459321,-340000000.0,22101360152.0907,335.1825163277326,46.843631853331566,54.656074326897325,1968,India
51,,251117415.0,269283162.0,39.968,18.602999999999998,8.0,19.391428777149745,54.876071248735705,68.82178619929725,14.161428621837075,5.562178560665675,50134942203.4467,3.566017387459321,-344000000.0,21441522443.2027,335.1825163277326,46.843631853331566,54.656074326897325,1967,India
52,,245993503.0,263638006.0,40.274,19.093,8.0,19.391428777149745,54.876071248735705,68.82178619929725,14.161428621837075,5.562178560665675,45865462033.91,3.566017387459321,-328571428.571429,18357856479.1243,335.1825163277326,46.843631853331566,54.656074326897325,1966,India
53,,241002419.0,258120909.0,40.586999999999996,19.590999999999998,8.0,19.391428777149745,54.876071248735705,68.82178619929725,14.161428621837075,5.562178560665675,59554854574.7942,3.566017387459321,-344393112.137757,23197892400.7476,335.1825163277326,46.843631853331566,54.656074326897325,1965,India
54,,236130821.0,252717318.0,40.898,20.096,8.0,19.391428777149745,54.876071248735705,68.82178619929725,14.161428621837075,5.562178560665675,56480289940.8261,3.566017387459321,-304500304.500305,23262954030.3429,335.1825163277326,46.843631853331566,54.656074326897325,1964,India
55,,231387194.0,247438408.0,41.2,20.608,8.0,19.391428777149745,54.876071248735705,68.82178619929725,14.161428621837075,5.562178560665675,48421923458.7413,3.566017387459321,-235200235.200235,19039379881.7027,335.1825163277326,46.843631853331566,54.656074326897325,1963,India
56,,226780736.0,242296455.0,41.483999999999995,21.125999999999998,8.0,19.391428777149745,54.876071248735705,68.82178619929725,14.161428621837075,5.562178560665675,42161481858.7014,3.566017387459321,-226800226.80022702,16177923530.6432,335.1825163277326,46.843631853331566,54.656074326897325,1962,India
57,,222328744.0,237313422.0,41.748999999999995,21.651999999999997,8.0,19.391428777149745,54.876071248735705,68.82178619929725,14.161428621837075,5.562178560665675,39232435784.0946,3.566017387459321,-205800205.800206,15844961402.3457,335.1825163277326,46.843631853331566,54.656074326897325,1961,India
58,,218042936.0,232504739.0,41.995,22.184,8.0,19.391428777149745,54.876071248735705,68.82178619929725,14.161428621837075,5.562178560665675,37029883875.4573,3.566017387459321,-151200151.200151,15298096331.0212,335.1825163277326,46.843631853331566,54.656074326897325,1960,India
0,1402760000.0,682854786.0,719905214.0,10.86,7.08,9.0,28.3199996948242,26.0699996948242,22.780000686645497,24.1800003051758,4.2800002098083505,13894817549380.3,3.6864484041131402,-61028250710.399,978614814147.521,1080.4552131181097,13.123800277710002,76.19176385018747,2018,China
1,1396215000.0,679486853.0,716728147.0,12.64,7.06,9.0,28.1100006103516,26.9799995422363,23.6100006103516,24.25,4.44000005722046,12310409370894.2,6.50351367179016,-16130800733.8581,918795407202.462,1080.4552131181097,12.8635997772217,76.19176385018747,2017,China
2,1387790000.0,675220615.0,712569385.0,13.57,7.04,9.0,28.7999992370605,27.7000007629395,24.2000007629395,25.239999771118196,4.53000020980835,11233276536744.7,6.9887537157087305,-55699593393.0318,905097390127.173,1080.4552131181097,12.5896997451782,76.19176385018747,2016,China
3,1379860000.0,671212022.0,708647978.0,11.99,7.07,9.0,29.1800003051758,28.5900001525879,25.030000686645497,25.8799991607666,4.63000011444092,11061553079871.5,6.5915868429671,-52782305082.2963,927734103010.8391,1080.4552131181097,12.2453002929688,76.19176385018747,2015,China
4,1371860000.0,667184667.0,704675333.0,13.83,7.12,9.0,29.899999618530302,29.5,25.899999618530302,26.8600006103516,4.6100001335144,10475682920597.7,7.985804200183179,13299595842.693,905464751945.177,3905.31759800563,12.0614004135132,87.67043076818541,2014,China
5,1363240000.0,662872951.0,700367049.0,13.03,7.13,9.0,30.100000381469698,31.399999618530302,27.8799991607666,27.3199996948242,4.59000015258789,9570406235659.64,5.25396102324098,-77827211320.572,855871281416.443,3757.1850884657106,11.522000312805199,88.2374925685652,2013,China
6,1354190000.0,658376480.0,695813520.0,14.57,7.13,9.0,30.2999992370605,33.5999984741211,30.219999313354503,27.760000228881804,4.57000017166138,8532229986993.65,9.52116455626776,-19817589008.7607,777603027771.177,3466.01953935563,11.536700248718299,88.41916220675371,2012,China
7,1345035000.0,653862696.0,691172304.0,13.27,7.14,9.0,29.5,34.7999992370605,31.4200000762939,27.1800003051758,4.550000190734861,7551500124197.17,4.24362520029591,-70376627423.9728,693050537754.391,3295.7848680517604,11.3381996154785,88.8983629317114,2011,China
8,1337705000.0,650275748.0,687429252.0,11.9,7.11,9.0,28.7000007629395,36.7000007629395,33.3699989318848,26.6200008392334,4.53000020980835,6087163874510.73,8.15277225775,-26071897183.2858,567638801958.554,2943.5899544368895,12.2613000869751,88.2551986732039,2010,China
9,1331260000.0,647159372.0,684100628.0,11.95,7.08,9.0,27.7999992370605,38.0999984741211,34.689998626709,25.989999771118196,4.71999979019165,5101703073088.97,12.352730017861099,-8532080920.455541,491609572518.07794,2612.45662004417,13.4319000244141,87.63569469284501,2009,China
10,1324655000.0,644001246.0,680653754.0,12.14,7.06,9.0,27.2000007629395,39.5999984741211,36.0900001525879,25.7099990844727,4.59000015258789,4594307032667.98,5.9214092634672495,28565223682.1276,467197280426.555,2446.36905458402,14.1378002166748,87.2240518182102,2008,China
11,1317885000.0,640793072.0,677091928.0,12.1,6.93,9.0,26.7999992370605,40.7999992370605,37.279998779296896,25.559999465942397,4.349999904632569,3550342737009.53,14.7012332495027,8040661163.32567,363774001761.42,2325.92676902765,14.8837003707886,87.4078573323802,2007,China
12,1311020000.0,637560457.0,673459543.0,12.09,6.81,9.0,25.2000007629395,42.5999984741211,39.060001373291,24.1399993896484,4.42999982833862,2752131773358.92,13.774136431632499,-5142352823.1369295,292434931647.729,2039.0146603407998,16.3850994110107,86.8283422182192,2006,China
13,1303720000.0,634130240.0,669589760.0,12.4,6.51,9.0,23.7999992370605,44.7999992370605,41.2000007629395,22.9500007629395,4.519999980926509,2285965892364.2,12.2298525354933,-16108690296.9137,266120618844.807,1782.3121529162697,17.4407997131348,85.8727359992899,2005,China
14,1296075000.0,630545489.0,665529511.0,12.29,6.42,9.0,22.5,46.9000015258789,43.209999084472706,21.8700008392334,4.48999977111816,1955347004965.69,10.2814893786047,-5131610465.39725,252565293072.202,1585.83878247787,20.160800933837898,84.79645465096641,2004,China
15,1288400000.0,626956157.0,661443843.0,12.41,6.4,9.0,21.600000381469698,49.0999984741211,45.8600006103516,20.9500007629395,4.57999992370605,1660287965663.89,11.2696150881705,-10218488498.2482,205028943699.40802,1379.4846321018301,23.8414993286133,83.2297577410762,2003,China
16,1280400000.0,623205125.0,657194875.0,12.86,6.41,9.0,21.3999996185303,50.0099983215332,46.58000183105471,21.020000457763697,4.23999977111816,1470550015077.93,11.3712355846351,-14945148121.3,195605029563.852,1194.85629490784,26.9783992767334,81.202125230752,2002,China
17,1271850000.0,619165993.0,652684007.0,13.38,6.43,9.0,22.2999992370605,50.0099983215332,46.2700004577637,22.2999992370605,3.79999995231628,1339395718862.89,10.584141135289698,-19173026760.5804,187293882700.463,1076.5491213586502,28.3349990844727,80.1974022674318,2001,China
18,1262645000.0,614775825.0,647869175.0,14.03,6.45,9.0,22.5,50.0099983215332,46.0,22.7900009155273,3.25999999046326,1211346869600.41,8.35750356091012,-14665541191.5346,177780193865.964,992.943384720171,29.6030006408691,79.8413558376096,2000,China
19,1252735000.0,610004104.0,642730896.0,14.64,6.46,9.0,23.0,50.0999984741211,45.6800003051758,23.6700000762939,3.25,1093997267277.1,7.67978608986961,-14470282002.3435,175748346822.415,913.963447975829,30.506048980242,79.40000839610121,1999,China
20,1241935000.0,604764109.0,637170891.0,15.64,6.5,9.0,23.5,49.7999992370605,45.029998779296896,24.510000228881804,3.24000000953674,1029043097558.91,7.19939532152691,-16643705994.6129,176573862811.175,870.617222318398,29.739901480687102,78.9940358838221,1998,China
21,1230075000.0,598982994.0,631092006.0,16.57,6.51,9.0,23.7000007629395,49.9000015258789,44.939998626709006,24.940000534057603,3.2300000190734903,961603952954.2329,8.2971406241672,-11003670004.1014,172081688484.644,852.740686543503,30.1834816771978,78.9351141704471,1997,China
22,1217550000.0,592868311.0,624681689.0,16.98,6.56,9.0,23.5,50.5,45.33000183105471,24.9500007629395,3.1199998855590803,863746717507.397,11.4060278301693,-12437000000.0,166923247059.24802,821.080859102296,30.5371754582264,78.9858756104578,1996,China
23,1204855000.0,586672507.0,618182493.0,17.12,6.57,9.0,23.0,52.2000007629395,47.1399993896484,24.5200004577637,3.0,734547898224.101,8.884927216679,-11774422982.5045,143945822925.02402,770.280241190849,29.4721113943924,78.42785838465909,1995,China
24,1191835000.0,580322015.0,611512985.0,17.7,6.49,9.0,22.7000007629395,54.2999992370605,49.459999084472706,24.2700004577637,2.9000000953674303,564324670008.2379,8.884927216679,-1036000000.0,109898181744.34698,727.107359659684,31.249484166918503,77.0450401308995,1994,China
25,1178440000.0,573790071.0,604649929.0,18.09,6.64,9.0,22.399999618530302,56.4000015258789,51.779998779296896,24.0200004577637,2.6900000572204603,444731282435.515,8.884927216679,-922345255.756548,85866351838.2307,662.63704558569,31.6777918019623,76.46878728715309,1993,China
26,1164970000.0,567224558.0,597745442.0,18.27,6.64,9.0,21.7000007629395,58.5,53.8499984741211,23.469999313354503,2.36999988555908,426915712715.856,8.884927216679,214697142.85714298,91056260549.4505,604.693683099136,32.9312779040239,75.43198360585879,1992,China
27,1150780000.0,560312586.0,590467414.0,19.68,6.7,9.0,21.3999996185303,59.7000007629395,54.880001068115206,23.3600006103516,2.36999988555908,383373318083.62396,8.884927216679,779019512.195122,92140201602.7875,548.9537531065889,33.258473541272394,74.83196759859409,1991,China
28,1135185000.0,552721134.0,582463866.0,21.06,6.67,9.0,25.318214280264712,43.16678530829292,39.240714209420354,24.51000016076224,3.924285726887839,360857912565.966,8.884927216679,964871128.107044,95931579346.0803,510.619854913516,34.083614045282005,75.70916065064901,1990,China
29,1118650000.0,544679377.0,573970623.0,21.58,6.54,9.0,25.318214280264712,43.16678530829292,39.240714209420354,24.51000016076224,3.924285726887839,347768051311.741,8.884927216679,174536012.14575702,85591114645.74901,487.373173021052,21.668253800735283,74.3173939465768,1989,China
30,1101630000.0,536408672.0,565221328.0,22.37,6.64,9.0,25.318214280264712,43.16678530829292,39.240714209420354,24.51000016076224,3.924285726887839,312353631207.819,8.884927216679,-123304135.802464,78830830316.8724,461.797518222997,21.668253800735283,74.23521668272059,1988,China
31,1084035000.0,527858967.0,556176033.0,23.33,6.72,9.0,25.318214280264712,43.16678530829292,39.240714209420354,24.51000016076224,3.924285726887839,272972974764.57397,8.884927216679,-179428587.443897,71848942733.1839,426.554493166734,21.668253800735283,73.2357105644604,1987,China
32,1066790000.0,519471732.0,547318268.0,22.43,6.86,9.0,25.318214280264712,43.16678530829292,39.240714209420354,24.51000016076224,3.924285726887839,300758100107.24603,8.884927216679,-23018666.666703,80117436063.7681,391.351624968363,21.668253800735283,72.2246058893174,1986,China
33,1051040000.0,511798492.0,539241508.0,21.04,6.78,9.0,25.318214280264712,43.16678530829292,39.240714209420354,24.51000016076224,3.924285726887839,309488028132.653,8.884927216679,840056020.408105,86453492251.7007,362.812071852641,21.668253800735283,71.5674810575362,1985,China
34,1036825000.0,504855230.0,531969770.0,19.9,6.82,9.0,25.318214280264712,43.16678530829292,39.240714209420354,24.51000016076224,3.924285726887839,259946510957.143,8.884927216679,1274863571.42854,81986338178.5714,336.411641308803,21.668253800735283,71.163906074896,1984,China
35,1023310000.0,498238544.0,525071456.0,20.19,6.9,9.0,25.318214280264712,43.16678530829292,39.240714209420354,24.51000016076224,3.924285726887839,230686747153.257,8.884927216679,876574942.528739,75130342134.0996,317.020257790894,21.668253800735283,69.60648100892139,1983,China
36,1008630000.0,491049203.0,517580797.0,22.28,6.6,9.0,25.318214280264712,43.16678530829292,39.240714209420354,24.51000016076224,3.924285726887839,205089699858.779,8.884927216679,271595419.84731203,67240100091.6031,299.197921933712,21.668253800735283,68.8731857013966,1982,China
37,993885000.0,483835348.0,510049652.0,20.91,6.36,9.0,25.318214280264712,43.16678530829292,39.240714209420354,24.51000016076224,3.924285726887839,195866382432.54,8.884927216679,-83333333.3333333,61336696047.619,285.817775698396,21.668253800735283,68.3812488660607,1981,China
38,981235000.0,477656979.0,503578021.0,18.21,6.34,9.0,25.318214280264712,43.16678530829292,39.240714209420354,24.51000016076224,3.924285726887839,191149211575.0,8.884927216679,-12817000801.543274,56645039529.1667,281.62468725636603,21.668253800735283,69.07472949231129,1980,China
39,969005000.0,471700516.0,497304484.0,17.82,6.21,9.0,25.318214280264712,43.16678530829292,39.240714209420354,24.51000016076224,3.924285726887839,178280594413.043,8.884927216679,-12817000801.543274,54737987765.2174,267.374265354668,21.668253800735283,69.65960606798821,1979,China
40,956165000.0,465460554.0,490704446.0,18.25,6.25,9.0,25.318214280264712,43.16678530829292,39.240714209420354,24.51000016076224,3.924285726887839,149540752829.268,8.884927216679,-12817000801.543274,41400982231.7073,246.55577227779702,21.668253800735283,69.63723212178151,1978,China
41,943455000.0,459292487.0,484162513.0,18.93,6.87,9.0,25.318214280264712,43.16678530829292,39.240714209420354,24.51000016076224,3.924285726887839,174938098826.569,8.884927216679,-12817000801.543274,50715900527.5057,220.657053065594,21.668253800735283,67.4793439025195,1977,China
42,930685000.0,453096478.0,477588522.0,19.91,7.25,9.0,25.318214280264712,43.16678530829292,39.240714209420354,24.51000016076224,3.924285726887839,153940455341.50598,8.884927216679,-12817000801.543274,49814566807.4585,204.03036473135398,21.668253800735283,65.07885893973389,1976,China
43,916395000.0,446155493.0,470239507.0,23.01,7.32,9.0,25.318214280264712,43.16678530829292,39.240714209420354,24.51000016076224,3.924285726887839,163431551779.761,8.884927216679,-12817000801.543274,52220668889.1279,199.03971540656602,21.668253800735283,64.43581417337539,1975,China
44,900350000.0,438355316.0,461994684.0,24.82,7.34,9.0,25.318214280264712,43.16678530829292,39.240714209420354,24.51000016076224,3.924285726887839,144182133387.722,8.884927216679,-12817000801.543274,48194982663.6753,174.23335369578498,21.668253800735283,61.436959485179,1974,China
45,881940000.0,429398133.0,452541867.0,27.93,7.04,9.0,25.318214280264712,43.16678530829292,39.240714209420354,24.51000016076224,3.924285726887839,138544284708.957,8.884927216679,-12817000801.543274,45616768875.0377,175.93373698891102,21.668253800735283,61.324662044371394,1973,China
46,862030000.0,419696503.0,442333497.0,29.77,7.61,9.0,25.318214280264712,43.16678530829292,39.240714209420354,24.51000016076224,3.924285726887839,113687586299.051,8.884927216679,-12817000801.543274,36853592267.605,163.911928819183,21.668253800735283,60.8595739758203,1972,China
47,841105000.0,409475913.0,431629087.0,30.65,7.32,9.0,25.318214280264712,43.16678530829292,39.240714209420354,24.51000016076224,3.924285726887839,99800958648.1436,8.884927216679,-12817000801.543274,33564871232.4316,151.989347346645,21.668253800735283,59.8993427574403,1971,China
48,818315000.0,398315770.0,419999230.0,33.43,7.6,9.0,25.318214280264712,43.16678530829292,39.240714209420354,24.51000016076224,3.924285726887839,92602973434.0726,8.884927216679,-12817000801.543274,32224388658.705,1080.4552131181097,21.668253800735283,76.19176385018747,1970,China
49,796025000.0,387362696.0,408662304.0,34.11,8.03,9.0,25.318214280264712,43.16678530829292,39.240714209420354,24.51000016076224,3.924285726887839,79705906247.4612,8.884927216679,-12817000801.543274,29904947599.3176,1080.4552131181097,21.668253800735283,76.19176385018747,1969,China
50,774510000.0,376753699.0,397756301.0,35.59,8.21,9.0,25.318214280264712,43.16678530829292,39.240714209420354,24.51000016076224,3.924285726887839,70846535055.6503,8.884927216679,-12817000801.543274,29502802827.1996,1080.4552131181097,21.668253800735283,76.19176385018747,1968,China
51,754550000.0,366879507.0,387670493.0,33.96,8.43,9.0,25.318214280264712,43.16678530829292,39.240714209420354,24.51000016076224,3.924285726887839,72881631326.6715,8.884927216679,-12817000801.543274,29011292550.1665,1080.4552131181097,21.668253800735283,76.19176385018747,1967,China
52,735400000.0,357394687.0,378005313.0,35.05,8.83,9.0,25.318214280264712,43.16678530829292,39.240714209420354,24.51000016076224,3.924285726887839,76720285969.6157,8.884927216679,-12817000801.543274,28523844341.5387,1080.4552131181097,21.668253800735283,76.19176385018747,1966,China
53,715185000.0,347401432.0,367783568.0,37.88,9.5,9.0,25.318214280264712,43.16678530829292,39.240714209420354,24.51000016076224,3.924285726887839,70436266146.7219,8.884927216679,-12817000801.543274,26448127386.4652,1080.4552131181097,21.668253800735283,76.19176385018747,1965,China
54,698355000.0,339068212.0,359286788.0,39.14,11.5,9.0,25.318214280264712,43.16678530829292,39.240714209420354,24.51000016076224,3.924285726887839,59708343488.5043,8.884927216679,-12817000801.543274,22706962385.2466,1080.4552131181097,21.668253800735283,76.19176385018747,1964,China
55,682335000.0,331140640.0,351194360.0,43.37,10.04,9.0,25.318214280264712,43.16678530829292,39.240714209420354,24.51000016076224,3.924285726887839,50706799902.5104,8.884927216679,-12817000801.543274,20208790316.0289,1080.4552131181097,21.668253800735283,76.19176385018747,1963,China
56,665770000.0,322953588.0,342816412.0,37.01,10.02,9.0,25.318214280264712,43.16678530829292,39.240714209420354,24.51000016076224,3.924285726887839,47209359005.6057,8.884927216679,-12817000801.543274,18405231944.1059,1080.4552131181097,21.668253800735283,76.19176385018747,1962,China
57,660330000.0,320153437.0,340176563.0,18.02,14.24,9.0,25.318214280264712,43.16678530829292,39.240714209420354,24.51000016076224,3.924285726887839,50056868957.6732,8.884927216679,-12817000801.543274,17917783735.4781,1080.4552131181097,21.668253800735283,76.19176385018747,1961,China
58,667070000.0,323234247.0,343835753.0,20.86,25.43,9.0,25.318214280264712,43.16678530829292,39.240714209420354,24.51000016076224,3.924285726887839,59716467625.3148,8.884927216679,-12817000801.543274,13839467056.6252,1080.4552131181097,21.668253800735283,76.19176385018747,1960,China
0,126529100.0,64731350.0,61797750.0,7.4,11.0,9.0,24.4300003051758,3.49000000953674,3.0199999809265097,14.140000343322802,2.4000000953674303,5036891740656.35,-0.6906606072391669,191848306908.17398,52720814911.6866,5651.901469530437,7.387700080871579,88.65398466818674,2018,Japan
1,126785797.0,64853783.0,61932014.0,7.6,10.8,9.0,24.6299991607666,3.4400000572204603,2.99000000953674,14.1499996185303,2.79999995231628,4930837369151.42,1.9752380083892398,182413336169.474,55641568300.4069,5651.901469530437,6.974500179290769,88.65398466818674,2017,Japan
2,126994511.0,64951468.0,62043043.0,7.8,10.5,9.0,24.7000007629395,3.5,3.04999995231628,14.210000038147,3.0999999046325697,5003677627544.24,0.9905965140138729,174116141695.326,56290438046.6344,5651.901469530437,6.35979986190796,88.65398466818674,2016,Japan
3,127141000.0,65016722.0,62124278.0,8.0,10.3,9.0,24.969999313354503,3.6300001144409197,3.22000002861023,14.470000267028801,3.4000000953674303,4444930651964.18,3.8046020793755098,174840516749.234,45965919991.1669,5651.901469530437,6.32340002059937,93.02645510746291,2015,Japan
4,127276000.0,65075452.0,62200548.0,8.0,10.1,9.0,25.0799999237061,3.6900000572204603,3.29999995231628,14.380000114440902,3.5999999046325697,4896994405353.29,0.6230716122790201,182026899407.216,48803725389.1671,7819.7146359093595,5.7199001312255895,94.40746890159541,2014,Japan
5,127445000.0,65150796.0,62294204.0,8.2,10.1,9.0,25.260000228881804,3.75,3.39000010490417,14.359999656677198,4.0,5212328181166.18,2.87649634215401,179278466980.83,55600834051.0709,7988.5833104476405,5.15740013122559,94.63330153072359,2013,Japan
6,127629000.0,65232461.0,62396539.0,8.2,10.0,9.0,25.2700004577637,3.8699998855590803,3.5399999618530296,14.380000114440902,4.3600001335144,6272362996105.03,1.88013697128144,173173594859.00302,70429476440.8907,7998.34677071825,4.79570007324219,94.62155285384951,2012,Japan
7,127833000.0,65322325.0,62510675.0,8.3,9.9,9.0,25.3400001525879,3.97000002861023,3.7100000381469704,14.520000457763699,4.550000190734861,6233147172341.35,-0.815071169121595,181249720017.308,67334928823.2981,8099.59869517261,4.94029998779297,89.76594207466341,2011,Japan
8,128070000.0,65426533.0,62643467.0,8.5,9.5,9.0,25.559999465942397,4.07000017166138,3.9000000953674303,14.8100004196167,5.09999990463257,5759071769013.11,5.05031085853922,153405322119.677,63826702874.6623,8594.90903412197,4.794000148773191,80.9109544217641,2010,Japan
9,128047000.0,65395181.0,62651819.0,8.5,9.1,9.0,26.149999618530302,4.21000003814697,4.099999904632569,15.3100004196167,5.07000017166138,5289493117993.89,-5.51691814871425,132942040245.762,57249057124.0172,8020.2738057119595,4.5128002166748,81.228056042313,2009,Japan
10,128063000.0,65381234.0,62681766.0,8.7,9.1,9.0,27.190000534057603,4.25,4.230000019073491,16.4699993133545,4.0,5106679115127.3,-4.6855547425312,137182358660.791,53829594763.9066,8270.00773057011,4.445799827575679,83.2154545824347,2008,Japan
11,128001000.0,65325526.0,62675474.0,8.63,8.71,9.0,27.5,4.30999994277954,4.32999992370605,16.870000839233402,3.89000010490417,4579750920354.81,1.13558714517413,140341476049.544,48241453544.9052,8710.0257029242,4.28760004043579,83.4827149233339,2007,Japan
12,127854000.0,65225372.0,62628628.0,8.65,8.53,9.0,27.739999771118196,4.3899998664856,4.44000005722046,17.2000007629395,4.19000005722046,4601663122649.92,0.453915446621409,122965486464.665,49812853559.7377,8542.478139127441,4.44750022888184,81.4531166986353,2006,Japan
13,127773000.0,65158465.0,62614535.0,8.41,8.53,9.0,27.9799995422363,4.46000003814697,4.550000190734861,17.5699996948242,4.449999809265139,4831467035389.8,1.2934479369046399,107136570911.15599,53708008296.2705,8539.010589091591,4.03809976577759,81.6118617644582,2005,Japan
14,127761000.0,65126621.0,62634379.0,8.69,8.05,9.0,28.4300003051758,4.55999994277954,4.67999982833862,18.159999847412102,4.730000019073491,4893116005656.56,2.4314243739243198,94459900363.2398,60232177682.4748,8393.25772340542,4.2729001045227095,82.70647334241079,2004,Japan
15,127718000.0,65078804.0,62639196.0,9.2,8.4,9.0,29.149999618530302,4.6399998664856,4.82000017166138,18.9400005340576,5.25,4519561645253.53,1.39215641243923,73021171619.9373,58710381382.4305,8164.9336820182,4.23080015182495,84.3113817390221,2003,Japan
16,127445000.0,64913526.0,62531474.0,9.3,8.1,9.0,29.940000534057603,4.71999979019165,4.96000003814697,19.7399997711182,5.389999866485599,4182846045873.61,-0.693301537099501,61046511627.907005,57576482598.0158,8266.09910157323,3.7715001106262203,81.83018976969309,2002,Japan
17,127149000.0,64736064.0,62412936.0,9.3,7.7,9.0,30.7000007629395,4.90999984741211,5.28000020980835,20.770000457763697,5.019999980926509,4374711694090.87,0.250082248591752,68013451944.3523,59824453278.1914,8162.01464423629,3.57979989051819,80.601638342528,2001,Japan
18,126843000.0,64552936.0,62290064.0,9.4,7.7,9.0,31.4200000762939,5.09000015258789,5.550000190734861,21.559999465942397,4.75,4968359075956.59,2.54035152656007,71875507467.6033,75413745586.4818,8299.40950624,3.7760999202728303,80.6737656342559,2000,Japan
19,126631000.0,64416945.0,62214055.0,9.3,7.8,9.0,31.8600006103516,5.21000003814697,5.7600002288818395,22.1299991607666,4.699999809265139,4635982224063.88,-1.0679780325727,56921096896.7612,73065874908.2583,8147.3888700239295,3.8287865757596298,80.61843811738001,1999,Japan
20,126400000.0,64270952.0,62129048.0,9.6,7.5,9.0,32.220001220703104,5.300000190734861,5.96999979019165,22.7700004577637,4.099999904632569,4098362709531.24,-1.96660638706456,50613687910.268,65708569477.3244,8003.955696202529,4.04535605146046,79.3987296563773,1998,Japan
21,126057000.0,64068675.0,61988325.0,9.5,7.3,9.0,33.259998321533196,5.369999885559079,6.01999998092651,24.25,3.4000000953674303,4492448605638.94,-0.0645615710683103,58962285593.3793,68640699424.5022,7991.0040695875705,4.07212749288482,80.3585871503862,1997,Japan
22,125757000.0,63890191.0,61866809.0,9.6,7.1,9.0,33.4300003051758,5.51999998092651,6.2600002288818395,24.6599998474121,3.4000000953674303,4923391533851.63,2.3789336364247204,59363425510.9667,81409939960.8932,7835.4127404438705,3.8393584372337997,81.2193281130974,1996,Japan
23,125472000.0,63722116.0,61749884.0,9.54,7.41,9.0,33.7000007629395,5.699999809265139,6.4899997711181605,25.0900001525879,3.20000004768372,5545563663889.7,3.1997769546787995,47119060680.6748,91226201259.6269,7693.69261667942,3.91718852109581,81.4754979108445,1995,Japan
24,125178000.0,63552818.0,61625182.0,10.0,7.1,9.0,34.189998626709,5.80999994277954,6.57999992370605,25.8199996948242,2.9000000953674303,4998797547740.97,-2.50834767218275,41563364048.5364,94582800921.2604,7509.53042866957,3.56764577817821,82.682513285947,1994,Japan
25,124829000.0,63358630.0,61470370.0,9.6,7.1,9.0,34.439998626709,5.96999979019165,6.78000020980835,26.6800003051758,2.5,4454143876947.21,-0.936383872203876,39645568527.4349,62633868103.89125,7077.36183098479,4.43560671218463,82.4296751225377,1993,Japan
26,124425000.0,63138402.0,61286598.0,9.8,6.9,9.0,34.7700004577637,6.42000007629395,7.28999996185303,27.440000534057603,2.2000000476837203,3908809463463.86,-0.329210992538094,33844105824.4171,62633868103.89125,7023.532248342379,4.1977149013184905,83.9540195376108,1992,Japan
27,123964000.0,62889471.0,61074529.0,9.9,6.7,9.0,34.5900001525879,6.73000001907349,7.78000020980835,27.7000007629395,2.09999990463257,3584420077100.84,2.0965453848318,25531766422.9025,62633868103.89125,7006.59868994224,4.7305692182598404,83.8847678901191,1991,Japan
28,123478000.0,62626958.0,60851042.0,10.0,6.7,9.0,29.067857129233232,4.677857126508441,4.856785748686109,19.233928680419925,3.876785721097673,3132817652848.04,4.40926757568583,24024725037.5537,62633868103.89125,6808.79184956025,4.550664023674691,84.552053391071,1990,Japan
29,123069000.0,62402142.0,60666858.0,10.2,6.4,9.0,29.067857129233232,4.677857126508441,4.856785748686109,19.233928680419925,3.876785721097673,3054914166263.18,4.30944456492387,23943133156.0895,62633868103.89125,6239.304780245229,4.655193744278972,84.91936201046109,1989,Japan
